probe,pvalue,Primary.solid.Tumor_Minus_Solid.Tissue.Normal,adjust.p
cg19692314,9.857431318564777e-10,-0.12986559201979522,2.474908597107548e-9
cg14220329,6.952141840945894e-30,-0.3956443539060061,1.2544414178937537e-28
cg09557643,6.066185669449194e-21,-0.2781495408699881,3.9683971590579987e-20
cg24591770,2.3424338173138318e-5,-0.17129410387288135,3.4280537682970695e-5
cg20820767,2.447544903416809e-5,-0.16431035661547916,3.5628268895482275e-5
cg15465878,1.3662630179539118e-10,-0.2032555406402321,3.7327851505496225e-10
cg00280609,2.048032244982781e-13,-0.27356433100660005,6.962461586463202e-13
cg26297462,1.863604799177147e-4,-0.1259193581055703,2.4286024446419646e-4
cg15684702,0.07503857592884405,-0.03189813768121208,0.08143644525787307
cg24873093,1.0713128607517466e-8,-0.5749578954390753,2.4163402710911648e-8
cg02835462,2.17223511052392e-29,-0.47776561251135613,3.677123764412656e-28
cg15711727,5.5378890058409794e-9,-0.11114574994380547,1.2990305353701269e-8
cg14796305,0.17132940977067496,-0.0022076437313543543,0.1838711704859139
cg27636310,0.7981535542118985,7.025799558113242e-4,0.8268568681488564
cg22795216,0.017655338293320454,-0.04020878824598306,0.01972113297798108
cg19866325,8.252424815192843e-16,-0.20364718955463423,3.354079590729368e-15
cg03525818,5.316276869505964e-10,-0.1296861696840056,1.3723734476013222e-9
cg01693598,4.237800116558718e-5,-0.186066196964277,5.9631027934494336e-5
cg00508158,1.032600635897367e-29,-0.46007294920612934,1.829241340242321e-28
cg16064054,0.8849909909477918,0.001968044782861441,0.9116406569236349
cg16125989,7.375608795013593e-5,-0.03546708399953955,1.00504146401762e-4
cg25099516,1.1165326216042914e-19,-0.42600850426032133,6.300160016062703e-19
cg17425810,4.942685855201754e-13,-0.1926632245205645,1.639573772573996e-12
cg18376692,7.35588212686706e-8,-0.10677584637378618,1.5289061332045203e-7
cg09814448,2.1611807950188686e-5,-0.4452290867182871,3.1969899688477315e-5
cg13394857,2.808097088226491e-34,-0.4956350593583282,9.409990650750812e-33
cg02030141,2.330346659885349e-5,-0.3009625493357762,3.4164546567247706e-5
cg13965924,2.278068845607757e-6,-0.24257834135959022,3.9045814660625646e-6
cg04884025,2.3857443905711714e-5,-0.2314345387158943,3.4821264793936565e-5
cg12527995,4.0526823575851116e-10,-0.41273600037614083,1.0596344635596742e-9
cg24577420,0.4557601790821513,-1.3971567669288087e-4,0.47848990668343505
cg02892898,0.21563984838524852,-4.2722357382179825e-4,0.2302214766245631
cg24741609,3.232448595399731e-8,-0.15820262955840989,7.011467098608136e-8
cg14659662,0.013097530471051118,-0.046307067789407255,0.014740332442402972
cg24145935,2.872218976075924e-14,-0.22179276889998478,1.048040790825926e-13
cg05154856,3.901459998524115e-18,-0.27239660567863055,1.9650912017106126e-17
cg06530725,8.41086266190732e-5,-0.1222643175857624,1.1376142084721432e-4
cg06356333,4.145908122068347e-14,-0.14080059848698684,1.4994672106687721e-13
cg15393022,7.861859143731675e-7,-0.23369193403382754,1.4362879183379942e-6
cg18764544,0.8921490554397566,0.04688128108901635,0.9184380871674486
cg02927682,5.141410936699351e-10,-0.21920622363113368,1.3294798044189502e-9
cg04348273,9.296613945774039e-9,-0.15331111293921662,2.120144458189024e-8
cg19756821,0.009715350605627093,-0.020623686979658815,0.011039865532484212
cg21156129,0.0049964078558682986,-0.026696234709946413,0.005745169257237917
cg17085123,1.869767102666437e-11,-0.25240704033040057,5.4824242546040887e-11
cg18755543,0.16094354934693866,-0.0060766300105113275,0.17295111781915792
cg12794131,7.986734366315926e-17,-0.2941878523336644,3.534829603636321e-16
cg15490897,0.024151862288169693,-0.041319745597203084,0.026795512079172055
cg11837749,9.087819282105172e-6,-0.17141858371425067,1.425233931348299e-5
cg08458711,6.262008502226388e-14,-0.4008013148334031,2.2207814169882787e-13
cg03646354,9.043806411265719e-28,-0.37181742088405173,1.2374941772748592e-26
cg05964000,3.5581535970630315e-11,-0.11850674144979367,1.0286070785875876e-10
cg07805424,0.15574609882851856,-0.005918447274641553,0.16769514378782127
cg18758987,5.86230140413862e-6,-0.17476458212747295,9.492996948319146e-6
cg15200009,2.149113722813468e-5,-0.246547664543936,3.184877917743425e-5
cg23442217,5.324006614628759e-10,-0.4091091952410265,1.3723734476013222e-9
cg24313572,6.696710525504342e-24,-0.3894621455871988,5.911827248859209e-23
cg25764120,6.772445359844051e-28,-0.4962377890259884,9.344836370473893e-27
cg19253379,4.337477809627532e-6,-0.23306891209732628,7.129267831239647e-6
cg24047044,4.8539291676827996e-29,-0.48981625362788583,7.970151693335158e-28
cg19679543,1.1478346948175146e-13,-0.353069287234967,3.9846608221783487e-13
cg03724279,3.116222386190854e-16,-0.3392179937707762,1.3359888141319537e-15
cg15576338,6.023221527411403e-13,-0.5487450194464181,1.9798482207555013e-12
cg09132102,3.957377559492064e-12,-0.3928704939177341,1.2145820472310222e-11
cg12427321,0.05465193298756726,-0.011167229272095056,0.059666538540947764
cg11682697,1.2505528884207903e-5,-0.43611496391468196,1.9280824814900823e-5
cg22396959,2.1646948423538387e-5,-0.17337797827678308,3.1993059686273654e-5
cg20704530,3.1753826935954775e-9,-0.3957200026752601,7.567457740034504e-9
cg23844013,1.0360502109776848e-29,-0.4335112142529331,1.829241340242321e-28
cg13047196,4.408763396419758e-12,-0.5021450883398937,1.3455742559333165e-11
cg13060236,3.4659066851246503e-4,-0.3800974973232264,4.3980052372292707e-4
cg15131883,3.720825191101652e-20,-0.44996500270482004,2.2297791838645664e-19
cg01771213,3.3129814460600965e-29,-0.47167513060424704,5.550934218806814e-28
cg18270820,2.9865184582465224e-22,-0.38116916704996473,2.2290287765639953e-21
cg23691223,0.009524336868462935,-0.08951197249355446,0.010830305497241092
cg04910179,5.940368673557056e-26,-0.4981199401178098,6.917791036865735e-25
cg18174779,5.851236326003968e-12,-0.3779707112415957,1.7693793825595794e-11
cg23075983,0.017175222531809607,-0.004033457145546041,0.019197900202335857
cg15935965,1.5899462987491126e-4,-0.12904170929898356,2.0868839508761332e-4
cg18231025,3.242129005064928e-4,-0.38327381521539133,4.133211045276873e-4
cg26607258,6.280600192694603e-6,-0.5214870819864845,1.0130398346173417e-5
cg21809161,5.899262680720385e-5,-0.2370845496286031,8.133156441429784e-5
cg23670353,2.0256130889888304e-5,-0.2451887551250783,3.0127325109779526e-5
cg15594444,1.0589535070492595e-8,-0.5753812603854884,2.3950436068524574e-8
cg22340807,1.3370201868626545e-4,-0.23278125906875385,1.7690468548174688e-4
cg07381872,9.327145259173756e-12,-0.3388690190550898,2.7896489099386715e-11
cg12126901,2.0176778895296125e-5,-0.27329717674806414,3.0036510377222335e-5
cg25001190,3.982278363183082e-8,-0.4790634465857096,8.558771037102906e-8
cg18380742,3.560586960819583e-9,-0.18784010284254316,8.448675996626815e-9
cg19022814,9.093135666636587e-4,-0.055606059573372446,0.0011084579632232574
cg25131544,6.4923987978241e-4,-0.056414404527967865,8.003392512032411e-4
cg24537942,0.004732281956635438,-0.10802077058097792,0.0054644212185621585
cg15835664,5.009486799262905e-7,-0.4931359209155803,9.336637144596697e-7
cg19896129,1.2315376013581834e-4,-0.3491269116242699,1.6360717972735737e-4
cg13352914,0.0019361129466191726,-0.16415700900027935,0.0022970357358010705
cg18384460,0.024291188043363894,-0.028922544990203733,0.02693189113248043
cg17328839,8.459883174958365e-18,-0.20423101102311242,4.1840747509884446e-17
cg25839727,8.330203374065528e-20,-0.347330321806759,4.833284077814698e-19
cg17473712,9.31611814590989e-7,-0.20764135908086956,1.6846988981920746e-6
cg07203817,7.037347106325847e-23,-0.37605165786841543,5.555444206051462e-22
cg19267457,2.18241102464592e-5,-0.0978591265489902,3.220009646831695e-5
cg19320261,1.0038857943913805e-9,-0.37711455611470607,2.512775113400376e-9
cg15209277,1.029281165087322e-23,-0.40642469689480365,8.848584675776873e-23
cg21850722,6.0146218710712704e-06,-0.3673186563017657,9.720481409743136e-6
cg08036553,9.796184830159943e-6,-0.4037176705780134,1.5304791142837895e-5
cg11750112,2.905428779063416e-4,-0.37512466534487776,3.709730991619074e-4
cg17181043,3.407332609556347e-12,-0.4541662377157184,1.059628815320364e-11
cg12299795,2.8694141096968598e-6,-0.15716145219121863,4.847302436339757e-6
cg12049550,0.0012327594790634265,-0.2348967662301789,0.0014883757828104015
cg25210796,1.6729267846160314e-8,-0.36875574393613486,3.6971006464865726e-8
cg00420347,1.9320275096814863e-4,-0.1732828184771073,2.507817526400791e-4
cg23688719,1.9779413096308175e-7,-0.19137044456283292,3.894220180352281e-7
cg07959978,9.666816166492459e-7,-0.35365854440998035,1.7434430525892052e-6
cg10495572,0.0019297523827772798,-0.09341643192004037,0.002291144911439113
cg23217983,1.6452151722074295e-4,-0.1667752651159351,2.1577023264892966e-4
cg00292636,6.368018157660192e-34,-0.48333748080135025,2.0502521205643204e-32
cg10802509,5.339326233674745e-13,-0.28647437630562667,1.7675753378415183e-12
cg09018107,1.3745549583256458e-30,-0.4645239716000891,2.655316754789071e-29
cg24496563,2.971607958171302e-5,-0.2968484053920315,4.24293936288459e-5
cg26804772,0.003409821136787833,-0.061962872308329045,0.003973687939393628
cg15128801,4.5758103373957015e-4,-0.09109530334284133,5.718021745817155e-4
cg11855555,5.8220174677597915e-5,-0.1746638964601231,8.033405615177796e-5
cg02274788,3.357665314190778e-7,-0.10540312274186724,6.425741778439695e-7
cg16110541,2.062547221786067e-5,-0.24729210096312298,3.062118027280942e-5
cg13844049,1.296077053084137e-5,-0.11578255834021818,1.9889331973496756e-5
cg16165575,0.0021495922088017507,-0.12607950243272903,0.0025411306024855826
cg07093570,2.3940387688374523e-8,-0.3641255504558658,5.255363179720718e-8
cg25939869,2.2972242925064048e-17,-0.47835162613775073,1.0716029228112264e-16
cg03946297,1.9870241699298602e-9,-0.37728498467428256,4.847984676114161e-9
cg12603671,6.863526859069824e-10,-0.5074904657114252,1.7581764590628161e-9
cg15553840,7.400312122551331e-24,-0.4524985580307907,6.429265875782691e-23
cg06204629,3.3245444116356393e-22,-0.35379689692913086,2.4479380824689327e-21
cg22708339,1.2938192976862192e-5,-0.35897358610384433,1.9873258061747164e-5
cg08910906,0.0029727588446783366,-0.0915458456296399,0.0034866214449727345
cg25312440,3.769205098838819e-5,-0.3108653484621372,5.339978233212546e-5
cg07163168,6.216178751338039e-13,-0.585309603433276,2.037318465009393e-12
cg17826956,2.2065918171822664e-5,-0.061436629610943594,3.2524450303530353e-5
cg14023881,9.420875508760416e-15,-0.06820129201580305,3.605845590998742e-14
cg03761543,3.9010797442479076e-20,-0.36323253865193794,2.312481205796052e-19
cg05347985,5.179472678942237e-29,-0.4656136237587086,8.420489246359555e-28
cg27230067,2.344489997576318e-10,-0.18274303174705492,6.239307254489974e-10
cg11842367,2.24535242196063e-10,-0.24505239299050793,6.000714364632441e-10
cg17415326,0.04212739275679411,-0.05699493123638644,0.046238755953647015
cg21609706,4.417061595109998e-5,-0.305749240414409,6.188408821817932e-5
cg15997518,1.2108585291976298e-9,-0.3378793553017303,3.012469249912891e-9
cg24256191,0.0022170601203767354,-0.09025583272463211,0.002619001955150071
cg14044464,6.78032844780171e-33,-0.4296468807627732,1.7128152786600626e-31
cg17222682,5.1726040924533766e-23,-0.13245357722940754,4.143129716979729e-22
cg15393179,3.856820919322714e-24,-0.4569896587920234,3.557808960408931e-23
cg23639773,5.043392521388361e-24,-0.45567692492808654,4.525273508262125e-23
cg22695532,4.195748177919855e-5,-0.04963614892035492,5.917675781470531e-5
cg22529952,1.0537550127995938e-14,-0.3015098422265276,4.014537658972002e-14
cg14404418,0.0032418856900186394,-0.1280881684217755,0.0037833520277260877
cg15876968,2.8098947687113044e-5,-0.41379819981590504,4.033083225720247e-5
cg12279518,1.7305159796862123e-12,-0.16904067586031596,5.4855352097389205e-12
cg00925054,0.0026459951388603585,-0.06116154886396841,0.003121209783052233
cg15575875,0.40028250055536013,-0.0067972155972584325,0.42159324304804446
cg22372968,3.662626469758876e-8,-0.4097308218441736,7.892431316724506e-8
cg07110659,0.012291790417905532,-0.02565029891501512,0.01384301774087852
cg21422605,3.01366213278533e-7,-0.2306111857516348,5.814845149275572e-7
cg08479277,0.0016290556250660579,-0.1686771614699507,0.0019453886082607035
cg27561222,0.8246571425575275,0.004101869196579566,0.8526996398485266
cg08946157,2.460987521633526e-15,-0.2869997981512641,9.73720845908976e-15
cg22670572,4.366547542389106e-4,-0.23415274888348217,5.469009202595662e-4
cg27558693,0.003835688774623401,-0.12300288621065145,0.004457325525783174
cg16596317,1.833291453389748e-5,-0.5920996247744913,2.739094237002699e-5
cg27183818,4.1991122388082506e-7,-0.26059467462136204,7.897986593497305e-7
cg15991082,0.2008159832380542,-0.024725516022659433,0.21481423092956675
cg22481427,1.559374620442706e-16,-0.1979884922358509,6.773791340653237e-16
cg23717593,2.8448258161944266e-13,-0.3473968254199474,9.591794641049792e-13
cg14993830,2.348881404572414e-42,-0.4684039764586143,5.5098046661541485e-40
cg20701183,1.3305096448267584e-6,-0.3887236246053638,2.356738766780515e-6
cg10574861,1.2679841754158122e-7,-0.39700672542136356,2.5546380564819183e-7
cg01393939,5.859748013078023e-22,-0.4089009342095473,4.20161844431184e-21
cg13228636,0.0011375113079194364,-0.1395606078652174,0.0013794634915832455
cg27565650,7.319983376299412e-4,-0.19969781425010358,8.983118612768037e-4
cg06712674,8.104168366989478e-4,-0.17881134777289098,9.893713352116522e-4
cg06828726,7.928952324878987e-4,-0.005955654738473648,9.694221680901933e-4
cg23036668,1.107058989293566e-13,-0.3927138634713589,3.859428578386487e-13
cg26156321,2.281803244373833e-12,-0.14323662246984398,7.163902346580944e-12
cg25140444,0.9285392584287706,0.03915842105794021,0.952318215078102
cg27044148,2.1743366477197107e-22,-0.4560532981468586,1.652898507201743e-21
cg13682345,1.95179110529691e-17,-0.34251265280668197,9.182925486812396e-17
cg07182010,4.441586641481958e-21,-0.3748546858453593,2.91723410612535e-20
cg14696458,0.9999999438063705,0.10525355813151094,1
cg20463526,0.6707128966871403,0.0010061626527867046,0.6992448103874821
cg26072058,0.9732422844297772,0.0039867847097807795,0.9938207904438396
cg23216101,1.316293722524914e-27,-0.4118525897585982,1.7862432168478585e-26
cg11705954,4.1317898060260397e-23,-0.44262986142643074,3.375322816664058e-22
cg23098371,1.896508001498851e-13,-0.41984142725156626,6.474149976010631e-13
cg17468459,6.157556892863645e-5,-0.1340610137904763,8.475028011803944e-5
cg00857921,3.003303798367641e-22,-0.22661369112818158,2.2314139533573153e-21
cg15714328,1.6913404841715907e-10,-0.385345489306133,4.5979819122678015e-10
cg12876356,0.9992707177998705,0.04795005123407403,1
cg19402179,1.282290095931581e-24,-0.4523158249187493,1.2683857454937688e-23
cg04165508,2.9462976590718937e-8,-0.44562250519060786,6.407709610855695e-8
cg00116430,1.681398083257403e-4,-0.09525650329286639,2.2016392764821817e-4
cg21386573,3.463816916466904e-5,-0.13809207513349703,4.924318075184983e-5
cg19277516,5.492287225281138e-15,-0.28977716475680004,2.1269659490357613e-14
cg24937735,2.8546667410390546e-17,-0.36413401054728406,1.3203838841651065e-16
cg18377941,9.469327903289485e-24,-0.43496543479144467,8.183492851158597e-23
cg14014879,1.0620702370965447e-5,-0.25384693115115214,1.6530041036137693e-5
cg26660461,9.255795524892738e-20,-0.624753893203897,5.313991696459398e-19
cg21436544,2.9589221710007125e-5,-0.10146762350585575,4.2321865895323776e-5
cg11582189,0.011220279634752296,-0.05262749192887961,0.012671044814486429
cg06033721,1.2575660014238392e-6,-0.303212653397099,2.2323495938788585e-6
cg21263566,0.0030473607032918694,-0.09162000146338137,0.0035690201674787804
cg26267890,1.4806407893027967e-13,-0.1929297240190757,5.086217941496218e-13
cg03222176,8.955237488822212e-6,-0.15630208027625692,1.4057839346697966e-5
cg01606770,3.137724887054781e-9,-0.12956460707917428,7.496533609136176e-9
cg14200127,2.64872744985583e-4,-0.397759703746319,3.389875660688443e-4
cg24682415,7.07866922639432e-24,-0.3820987358149748,6.215601534620039e-23
cg26330928,2.7767371265572827e-12,-0.4447031051072342,8.701149545433316e-12
cg23598604,1.1722209698728597e-10,-0.5903396134790228,3.2458462605923027e-10
cg16736054,0.9386238629078612,0.0340963724104143,0.9614600018058067
cg00903932,9.427066041238015e-26,-0.4378607719148903,1.0586388256685285e-24
cg26063904,0.0012075615752763682,-0.10013987727411705,0.0014601002257759914
cg17443007,4.631265255550169e-11,-0.43829995041469816,1.3248323257166162e-10
cg18150837,1.064873383834517e-37,-0.45941159970503803,5.828406987520923e-36
cg21606490,0.07228040226546008,-0.02497347854611992,0.07859895398667911
cg26015416,1.1370701025533253e-4,-0.06232837722630934,1.5167092675812834e-4
cg21161367,1.5588584697844288e-26,-0.5142974634964408,1.9391254601409333e-25
cg21805788,1.3150917708943559e-7,-0.14243363205478732,2.6430608173911045e-07
cg04124962,6.760074629484621e-11,-0.4135951918522332,1.9039524085100768e-10
cg22226592,5.9426106541205984e-8,-0.18318948719582795,1.2509957300084644e-7
cg17325318,9.137361510631313e-4,-0.25234344734359115,0.0011130228190249713
cg16562342,1.2834900222466522e-5,-0.24372126253568144,1.974012666183691e-5
cg24897320,0.032418169159807796,-0.03943253935037955,0.03579733272387653
cg26668989,0.014757149127782223,-0.030408286610089867,0.016574034793309447
cg18933331,6.892979633667482e-10,-0.15570609888009385,1.7629708035018702e-9
cg12389397,8.207039267843194e-12,-0.20031093242290532,2.468124263333063e-11
cg13229972,0.30109233569931093,-0.007443040236772697,0.3195821688547308
cg27558541,1.1261525803967477e-22,-0.3426654543740554,8.722370457601226e-22
cg19627034,7.477906034679864e-4,-0.13952699036424165,9.163225155928611e-4
cg09228015,5.280348874274417e-4,-0.3067333787639331,6.558496861995909e-4
cg13372811,1.8608698322825803e-4,-0.136071404856211,2.4269644675202517e-4
cg25207248,0.010894868948092084,-0.035112628187306136,0.012328997114243422
cg26189021,1.4523935233971093e-6,-0.05234934758419202,2.558830649590186e-6
cg06807905,9.518332646522138e-9,-0.2780357477101051,2.167697948070645e-8
cg02284278,0.7101940783334173,0.009505899552820385,0.7389978939312238
cg24056365,0.04357607779747491,-0.04077147120598279,0.04779687357612144
cg12590404,0.1382845653465264,-0.006642421136095894,0.14918742200985305
cg27230882,5.341177905498853e-4,-0.15527724005788868,6.629035616650881e-4
cg16516639,3.5037652186071627e-4,-0.041306286078452506,4.442611960581437e-4
cg13942103,4.900500981356585e-7,-0.4163684354045068,9.164718236204456e-7
cg17516825,2.7520204016517605e-11,-0.5640033140494802,7.997907078782638e-11
cg09235788,1.3216076920471252e-4,-0.32256657236840686,1.7500643793075642e-4
cg07197785,0.28013766609509694,-0.02779123947169071,0.297725597235048
cg10989634,0.9105890995976273,0.026896768000191307,0.9356616405127058
cg13469595,0.019482738819223203,-0.0516192170518005,0.02167388695200847
cg14669379,0.3593231192002998,-0.008452248084779207,0.3796708891421443
cg16108580,9.243422236795375e-5,-0.09320715374171167,1.2461165281459777e-4
cg18156192,1.0498767562251257e-7,-0.35807093441621224,2.1335366753980894e-7
cg27510354,2.02982802530608e-24,-0.24717685676140783,1.9491097178670078e-23
cg20432350,1.3033173892466265e-5,-0.1836580684294966,1.9981766135788617e-5
cg22012659,3.6244930193920902e-6,-0.32802991563811934,6.029805002879243e-6
cg17711754,1.452489739206002e-32,-0.478023587282936,3.359138241938387e-31
cg07588355,8.998298699953993e-19,-0.3249496985901081,4.766195633975631e-18
cg25096264,0.34456107944547115,-0.006403700972871018,0.3645420698772317
cg16139749,1.1648899336386679e-4,-0.17891905779747697,1.5512970568002375e-4
cg04571584,3.7116313994897334e-20,-0.26287547286128654,2.2297791838645664e-19
cg10111629,4.694091765172643e-16,-0.22278400745300986,1.946388555154919e-15
cg16255156,2.969087587641086e-8,-0.14451371894709375,6.448732564691354e-8
cg13503476,5.85377094540646e-9,-0.09204676438604609,1.3672676945031872e-8
cg21576728,9.572311116948455e-6,-0.16985194027495937,1.4969271289551774e-5
cg09792343,1.415919161763025e-25,-0.345838695940172,1.5499595090765914e-24
cg18222544,9.117869433599634e-20,-0.17879467486550793,5.253172494726526e-19
cg24075096,9.589091702713274e-20,-0.3087615727207912,5.4861632668485e-19
cg07175197,4.73667472586263e-28,-0.5000372876056152,6.822473596374068e-27
cg16008966,3.0087841465600298e-21,-0.2513126794711214,2.000171485284036e-20
cg25977900,3.289909719093366e-5,-0.2819655075508104,4.6892636794716205e-5
cg17147537,2.8517249625143217e-5,-0.20376245844921925,4.089547937509621e-5
cg23981702,5.898098357446759e-9,-0.5706755106808683,1.3756644180294857e-8
cg10389936,2.0404555811719927e-20,-0.4240088335325049,1.254841971642102e-19
cg00958241,1.9146551742103686e-25,-0.36611832788426707,2.082029004008891e-24
cg15654259,0.119254631820308,-0.0012080643468395172,0.1288263851637801
cg23952578,1.4454867109757524e-23,-0.525726778207984,1.2234480306299924e-22
cg17933722,0.735917376655829,0.002095197392893308,0.764795147132197
cg18026772,9.123917953868572e-9,-0.24799823234121132,2.086556167166044e-8
cg10180415,2.826213783771158e-7,-0.4155138023776331,5.472456406783303e-7
cg17907003,1.0286697063313038e-6,-0.4142631566538608,1.8419581873456934e-6
cg20306265,1.102483309003314e-5,-0.06947146906134094,1.7126561905235965e-5
cg21419585,7.824996591294407e-13,-0.263459462942501,2.549334206925678e-12
cg11958234,5.4014683727113996e-14,-0.45832864874295204,1.936508966810506e-13
cg12435551,0.0011852774411571585,-0.16638640746167063,0.0014342119074281902
cg22378919,0.9999999999970451,0.14774897255710376,1
cg18944010,1,0.18905498836372334,1
cg24144440,0.99999999995919,0.10771272444214361,1
cg14175690,0.9999999999988092,0.24390576159540955,1
cg21170796,0.9999999999999997,0.1600832447170793,1
cg23643526,1.0629594326354103e-19,-0.07884006276164207,6.039375046322988e-19
cg25216580,0.5954341542771282,0.0038086531687692993,0.6231375916654204
cg19496978,0.90877024564107,0.016691012071646444,0.9343774222558778
cg15513620,0.9999999417781487,0.10925517683436925,1
cg06763568,2.1873274973791462e-10,-0.16349544059894738,5.887855329010751e-10
cg23933216,2.359299234874081e-5,-0.1640737933350876,3.449661036209475e-5
cg16508883,2.4024704798063755e-5,-0.10832234252213604,3.5034249803215524e-5
cg16260424,3.7987593412124996e-12,-0.11201608483569742,1.1724742177200985e-11
cg08847140,1.5241268183809241e-9,-0.409691540924507,3.764050302767138e-9
cg26915625,3.604571699671136e-32,-0.4151918136546527,7.891608974480008e-31
cg08920748,0.046058058713813084,-0.0012354566721503382,0.0504518561761715
cg09752264,0.0027915993447736056,-0.0028150406295025104,0.003290600232676425
cg23722204,3.9283399861828787e-4,-0.3298811427726235,4.93900019702319e-4
cg08917664,1.813471986259362e-36,-0.5456716387756357,8.507774289822492e-35
cg23014759,2.4106766246847702e-8,-0.4898676224166637,5.284821118467814e-8
cg07790752,1.6236114335545785e-13,-0.4271569012053956,5.55410411228462e-13
cg18388270,0.017763778420053812,-0.11987596934649548,0.019815301743021985
cg11162068,2.713116369125065e-8,-0.3651817946715197,5.924118454924677e-8
cg26118326,0.9998805316552283,0.03316474072337178,1
cg21570709,0.9064376873851321,0.012598238857190469,0.9325630843899667
cg13477111,0.001325787576558051,-0.042563761695703556,0.0015971703600207777
cg19819265,4.226937098718447e-8,-0.20796242911881418,9.049062211337276e-8
cg18809597,3.318570701397241e-17,-0.25845450425534366,1.5263566083177225e-16
cg09036468,1.323645612136742e-5,-0.279335527421648,2.0274497156049722e-5
cg27310092,0.0014073728808253537,-0.06483384179941021,0.0016904947112766867
cg01250454,7.941776879150642e-37,-0.4136854987727693,3.835411069283928e-35
cg15397087,1.1921291205045716e-8,-0.27601144340674855,2.6778057672619786e-8
cg21400802,2.190104861387427e-7,-0.46976775147076894,4.286236212631889e-7
cg13910040,0.0028483987446601086,-0.018812594586647587,0.0033455441621830463
cg09558069,7.056092161863201e-27,-0.3180092361453226,8.912387176753366e-26
cg12067764,0.0011817655188092427,-0.15844991530621233,0.001431016948292608
cg09819206,0.27876004064730586,-0.004119555533229645,0.2964533592894276
cg15633035,3.1410567132068754e-9,-0.4551091103970088,7.496533609136176e-9
cg26105956,5.316333419329836e-20,-0.38204039648158317,3.1176498123355676e-19
cg10332026,1.2481897868802373e-14,-0.3647561768017226,4.733320161795265e-14
cg15645757,7.913980330683805e-16,-0.24035492386112817,3.224505137216577e-15
cg06776548,2.5702289518484182e-21,-0.34656581383120977,1.7296376798914356e-20
cg09844687,3.305571244024077e-16,-0.21641609132793416,1.409804670827931e-15
cg25201998,2.1573857105919148e-12,-0.5518042223712845,6.7992847155315244e-12
cg16986748,9.165071044431433e-5,-0.05794206882436362,1.2365691581722607e-4
cg17329534,4.692684052335618e-6,-0.12466791176942355,7.667051954164264e-6
cg16269418,4.19859457089718e-5,-0.11166119194151827,5.917675781470531e-5
cg10196558,8.788394793161633e-8,-0.17631375091939944,1.808338878492657e-7
cg03006527,2.626951178193102e-6,-0.22067922990945363,4.451448745710086e-6
cg22678754,2.332669305577035e-15,-0.3569785194630051,9.274196125320804e-15
cg27166581,1.6363896412324332e-7,-0.4169859513827654,3.249034813668265e-7
cg13808842,3.8131322513584976e-12,-0.3064322527597201,1.1747022808125051e-11
cg22072829,0.1182351783429879,-0.027959028604462532,0.12780919212586314
cg25386133,3.163506506082131e-7,-0.09800287727729984,6.075412494721473e-7
cg04897644,0.008355479031513655,-0.049131081536227805,0.009514352683595993
cg11951169,9.61437496809308e-7,-0.4209500532371194,1.7367220789448668e-6
cg12303247,6.754810174407276e-4,-0.3223215565652865,8.314391534015552e-4
cg16310095,1.52084181344751e-23,-0.19844234941123023,1.2806267988106724e-22
cg20333836,0.0041224750796166,-0.01709924523439274,0.004780440734979136
cg26022183,0.5326619339593768,2.8253422975858117e-5,0.5585127047007004
cg13098071,4.722581662322629e-28,-0.46789980166651945,6.822473596374068e-27
cg12267069,1.8792849156727337e-4,-0.11035558869698123,2.445155175542495e-4
cg04298847,0.0013422202367544276,-0.09346810284140583,0.0016145975302203444
cg10128479,0.9999999999999909,0.11165650929677434,1
cg12221212,0.8634910967421371,0.003857787616153817,0.8911705725019415
cg13069892,6.558006406058753e-31,-0.4975612962358407,1.313200794969326e-29
cg24474319,3.5208496802793625e-6,-0.08277790471072627,5.875238999002758e-6
cg13470735,7.562208074434198e-14,-0.16778200167004276,2.6703539049937533e-13
cg17017514,1.255803288528026e-10,-0.19051323110084825,3.4597802009446625e-10
cg00152117,1.5452295657577206e-6,-0.14675234220214406,2.719471540165249e-6
cg10951380,1.7463641379920697e-6,-0.2783004982160443,3.0376376213802737e-6
cg04105712,1.4641652419952782e-14,-0.30979372486522916,5.4889482359731666e-14
cg16018474,0.004569561332711899,-0.04167201209043044,0.005283957541065449
cg11719576,2.026243706926492e-35,-0.5516941326591813,8.114858943349512e-34
cg14216734,1.9558547093395444e-25,-0.601104076067539,2.1128377846944287e-24
cg13899017,1.2165031435306364e-4,-0.025787376612342164,1.6174074183621903e-4
cg21415060,4.31504500118173e-6,-0.19500538934933762,7.106623763230092e-6
cg24311643,2.066376079411929e-14,-0.2789143131127205,7.676446883245221e-14
cg26913306,3.671100018435134e-15,-0.3713954501793817,1.442092399586242e-14
cg13552867,0.006751174768095811,-0.013110046830482345,0.007714285991101825
cg20823406,1.0478070068229205e-22,-0.36681352096074143,8.154024195275998e-22
cg25312122,4.6097962294698985e-11,-0.3745814734604609,1.3209922179388437e-10
cg24347498,5.136949267741989e-9,-0.452677285490108,1.208434197368531e-8
cg21454485,4.1591151311132576e-7,-0.44518681781082015,7.831728262944918e-7
cg26883963,3.2309381813771814e-22,-0.4119934468595374,2.3897299521717714e-21
cg19734536,2.2305062939482012e-7,-0.10562058513400836,4.354924298053444e-7
cg25215890,9.971442193883743e-22,-0.3707604883554564,6.937757662015722e-21
