X17753;X17754;X17755;X17756;X17757;X17758;X17760;X17761;X17762;X17763;X17764;X17765;X17766;X17767;X17768;X17769;X17770;X17771;X17772;X17773;X17774;X17775;X17776;X17777;X17778
MDFI;1.099547;1.073846;1.127171;7.108916;1.388784;1.176307;7.016166;1.082341;8.257878;7.570746;8.896932;1.101486;1.609107;1.810559;1.661644;1.680788;1.969324;1.420898;1.308337;1.435006;1.478952;1.710651;0.155828;1.228537;1.219851
MDH1;0;0;9.260248;6.846974;0;0;5.265488;0;9.652253;7.151747;0;0;0;0;9.975541;0;0;0;0;0;0;0;0;7.930408;9.269518
MDH1B;9.116492;9.407182;9.215276;8.990896;9.695078;0.840913;7.716132;8.963446;0.789834;8.190148;1.043204;8.804967;1.892518;1.759453;1.491327;2.065059;1.690414;1.400938;1.510266;1.654715;1.389094;1.319156;1.408414;1.177172;1.167943
MDK;8.331889;9.062826;1.146896;8.158105;1.158836;1.156064;7.108036;1.013423;8.071748;6.378144;9.073009;1.043129;1.839845;1.459052;1.303986;1.569384;0.179652;1.316461;1.791427;1.701054;1.447077;1.569898;1.868789;1.384079;1.288868
MDM1;1.399547;1.346512;1.398122;0.106107;1.520978;1.656838;1.114552;1.471744;1.265522;1.108753;1.448539;1.458451;2.344285;2.995894;2.344525;3.169911;2.952463;2.662847;2.057188;2.717013;2.171457;2.446431;2.640393;1.944631;1.872858
MDM2;0.126917;1.515908;1.999957;1.075612;1.250527;1.290965;9.028297;1.422318;1.364592;0.953125;2.931243;1.713027;1.502448;2.738495;1.783599;1.974383;1.701016;2.087226;2.025172;1.905765;1.704445;2.152634;1.933203;1.674401;2.010766
MDM4;0;1.712311;1.766298;1.357377;2.150046;1.382856;2.337751;3.197375;2.791383;2.022168;2.864207;6.390356;3.828498;3.470999;2.375419;2.377983;3.008983;1.861232;0.335678;3.414172;5.062107;6.311653;3.249965;2.480069;3.296166
MDN1;1.636943;1.416961;1.379375;1.297461;1.881631;1.256952;1.530349;1.938347;1.318483;1.390823;1.846555;1.471022;2.901012;2.513811;0.260157;2.115648;2.978312;1.957133;2.773348;2.243425;0.211836;2.561409;2.421572;1.998111;1.827614
MDP-1;4.208083;3.394975;2.828195;2.574408;3.447853;3.649099;2.258303;3.390558;3.134158;2.119354;3.183881;6.000251;9.028131;8.026288;0.546465;8.620614;1.025686;0.656653;6.367931;5.750829;0.683579;6.804122;6.219192;5.280627;6.539338
MDS028;1.124927;1.695123;8.891465;0;1.632531;1.590757;6.444045;1.205077;1.061653;1.099663;1.779671;1.864653;2.438029;1.640284;1.723012;1.223001;3.191387;0.924977;1.725341;1.609002;1.994075;0;1.490961;0;1.363771
MDS032;1.773584;1.918851;2.110756;0.180743;2.282482;1.748124;1.293671;2.047899;0.160571;1.413826;1.327646;0.150857;4.627221;3.023528;3.681939;0.343683;5.312847;2.780091;3.126318;3.124892;2.986495;0.347334;3.337872;2.878966;3.457612
MDS1;1.192078;1.059849;1.001854;8.669048;1.249903;1.195701;7.724478;1.100443;9.685807;7.070492;7.597639;0.101979;1.706312;1.787939;0.149459;1.695456;2.006875;1.510106;1.455625;1.491994;1.422677;1.555818;1.670937;1.372461;1.313754
ME1;8.086888;6.510432;5.191367;5.184811;3.037553;5.022611;2.409717;1.566717;1.136179;3.005234;3.700524;2.949895;0;2.164666;4.863966;7.871166;1.280843;4.036687;1.446744;9.294537;5.205802;0.963608;1.372447;0;1.473606
ME2;2.284598;1.968192;1.484999;8.277392;1.043267;8.853072;4.564799;2.609095;5.994417;5.837888;2.152902;1.104438;2.002277;3.249388;1.425044;1.301847;1.730312;9.068792;1.735042;1.656624;1.636644;1.737139;3.753556;8.592488;2.068768
ME3;0.139892;1.213943;1.224661;1.329636;1.332404;1.234806;1.059497;1.350741;1.187034;1.081335;0.125765;1.407075;1.946594;2.512006;1.713482;0;0.263739;1.392881;1.959091;2.404858;2.428522;1.769962;0.192775;1.753637;1.697666
MEA1;1.129775;8.993129;6.906667;7.050635;0;5.921217;6.270845;7.754073;5.603143;6.096339;8.616404;0.753848;1.199254;1.484976;9.214249;1.143994;1.585619;9.823422;1.096783;9.393991;1.262212;1.207474;1.163326;8.512897;7.507008
MED12;4.074854;4.211565;4.121274;4.322942;0;3.655117;3.396671;3.647138;2.319825;2.647891;4.524326;7.292568;0.692057;7.053846;1.003911;7.323304;7.331738;4.715864;4.878309;4.159024;5.942703;0.757036;3.406903;0.463183;3.688818
MED18;1.125379;1.175697;0.119749;1.074187;9.592548;1.267242;7.375495;1.217528;1.243397;8.264412;0.102617;9.877095;3.202768;2.362509;0.169979;0.273631;2.618985;1.799884;1.958815;0.234858;2.210997;1.930388;0.210676;1.732026;1.592134
MED19;1.421245;8.273521;7.828692;8.249864;1.409761;1.133421;5.642764;1.093629;4.997571;0.554853;9.115668;9.101785;1.884276;1.970974;1.591387;8.124714;1.905882;8.602979;2.059941;1.264335;1.048623;1.519661;1.904063;9.597062;1.249121
MED31;9.630459;9.471879;8.935257;7.450854;1.228352;0.120998;6.808663;9.049165;7.977573;7.053907;7.946352;1.016696;1.637647;1.592108;1.530566;1.475582;1.642963;1.341363;1.305784;1.481435;1.429114;1.694699;1.396963;1.448803;1.382162
MED4;0;1.418227;1.423264;1.561772;1.432913;1.991359;0;1.385648;0;2.638832;1.218299;1.206001;1.643256;0;1.600126;8.952421;1.801361;0.860138;1.529489;1.463564;1.651945;2.690272;1.989308;0;2.074046
MED6;3.220244;3.442777;2.260819;2.256777;0;2.072373;1.542482;3.062764;2.371198;2.101778;3.034308;5.360313;5.165762;5.046064;3.833288;2.830335;7.092107;2.491315;5.296684;4.495505;3.728064;3.956105;0;2.123592;5.460774
MED8;3.611535;4.071294;3.144893;3.587933;3.448311;4.736365;2.338222;4.435767;3.652567;2.535047;4.077558;0.368672;4.364762;5.659901;2.722543;4.136884;4.539185;3.957267;5.222023;0;4.496409;5.667249;5.212444;3.418833;3.310625
MED9;1.836015;2.419074;1.950166;1.589175;2.178736;1.604298;1.280963;2.344386;1.786438;1.161335;1.900371;1.926739;3.593023;4.903968;3.030987;3.295429;5.239759;2.525919;0.336267;4.277759;0.356597;4.651478;3.757939;3.773545;3.530803
MEF2A;0.160562;1.590729;1.624937;1.194373;1.475379;1.582419;1.310047;1.707367;1.712577;1.025469;2.729145;1.674011;2.053456;2.962582;1.748139;0.303103;3.058748;0.212357;3.580491;2.539352;2.111882;3.245009;2.157268;1.713235;1.429395
MEF2C;2.091059;3.764873;2.674698;2.609982;2.164061;2.484063;2.010836;2.361164;1.300356;0.129573;1.798109;3.617363;5.053736;9.959543;3.797963;1.470515;8.213149;7.132472;4.235822;5.554764;3.798227;7.115999;3.293501;3.027212;3.313535
MEF2D;6.760773;7.177971;8.158586;8.246278;1.074505;6.781038;5.021212;1.188989;5.329802;2.613639;4.717042;6.605871;1.323537;1.440523;7.695416;1.822544;1.167956;1.021455;1.143278;1.866055;2.113745;1.593854;9.601743;9.917631;1.243976
MEFV;1.159079;1.104068;1.151628;9.256589;1.014166;0.969813;7.316712;1.000112;9.109276;6.804121;9.693742;9.527814;1.629814;1.712157;1.574934;0.211235;1.685766;1.810463;1.616412;1.990233;1.207722;1.458887;1.411348;0.142882;1.253106
MEG3;7.023997;9.979814;3.695369;8.472444;1.014147;6.157374;6.169079;6.116812;5.503699;4.006356;1.119633;2.612463;1.392264;3.152053;5.274549;0;4.931952;4.996789;2.316439;2.989228;6.268516;2.405997;3.885614;4.426303;1.237295
MEGF10;8.798973;1.074767;8.889024;1.019421;0.844009;0.107777;7.411287;7.252511;7.563994;0.732519;8.420737;2.476275;1.096589;1.367606;1.073525;0.157047;0.148548;0.114234;1.509767;1.406935;1.152099;0.103822;1.049984;1.121996;1.088411
MEGF11;7.627294;8.813167;8.449541;7.519453;9.144434;0.710701;6.874302;7.169476;0.793138;6.804623;7.116486;9.065983;1.348353;1.579896;1.293521;1.482973;1.472832;1.255353;1.441017;1.406482;1.405088;1.236954;0.125961;1.099172;0.111402
MEIS2;8.699871;9.008743;8.084013;7.216675;8.611101;8.439207;5.704666;7.794745;8.185789;6.410418;8.790147;9.004011;1.569866;1.386924;0.135288;1.599842;1.504547;1.302826;1.378045;1.424018;1.305735;1.246611;0.130535;1.236447;1.150021
MEIS3;1.107119;1.164524;0.128065;8.464095;1.074824;1.109226;8.693913;9.499522;9.367022;8.830307;1.196025;0.128474;2.100091;2.402054;1.582385;2.772961;2.072838;0.212166;2.061268;1.725574;1.362448;1.747337;1.571406;0.124199;1.496377
MEOX1;9.317039;8.711452;0.967106;7.104536;8.207976;8.168864;7.314149;9.114905;9.353595;7.280634;8.191191;9.115943;0.132182;1.552358;1.191494;1.741976;1.443437;1.512479;1.301427;1.497293;1.286254;1.402156;1.145732;1.236836;1.200316
MEOX2;9.324641;9.587638;9.189626;9.312621;8.833566;8.100541;0.788609;7.819841;8.198613;7.582086;8.913214;9.949357;0.118713;1.642981;1.252528;2.538407;1.367908;1.651027;0;0;1.057431;1.942383;1.013759;1.042398;1.085955
MEP1B;1.306208;2.600783;1.396961;1.244217;1.461574;1.449778;9.945409;1.473988;1.277251;9.567476;1.228401;1.314659;2.863578;0.284117;2.445104;2.620708;3.313275;2.860312;2.273052;2.832323;3.677876;2.854902;3.297695;2.060866;2.657961
MEPE;1.086799;1.002033;1.088595;0.838551;9.130109;9.765343;7.560612;1.012618;8.397425;7.471391;1.053875;1.171277;1.466424;1.446268;1.091849;1.516371;1.589058;1.226084;1.469389;1.264024;1.284121;1.159482;1.564064;1.251045;1.187049
MESDC1;3.778796;3.290434;3.363575;2.313391;3.213744;0.349018;1.290871;3.301586;5.129955;1.545785;2.983689;2.224288;3.217589;4.261151;2.701285;2.932339;4.269312;2.398626;3.446528;3.961658;3.191622;2.867219;3.156457;0.267407;2.012516
MEST;8.259755;9.475163;9.485847;7.939127;8.908844;8.599612;7.041423;7.408327;8.444641;7.561423;8.640125;8.102682;0.143378;1.411366;1.289263;0.140341;1.744605;0.121477;1.362388;1.331872;1.358022;0.139337;1.326352;1.193607;1.232473
MET;3.018873;3.057086;2.447292;2.301762;3.146612;0.394372;0.107319;0.272181;1.257782;1.384005;1.140961;9.717113;6.636479;7.638026;6.623698;2.233992;9.427744;2.185467;7.093118;6.445184;6.797669;6.023445;9.193527;5.069437;1.607814
METAP2;4.232884;4.206675;2.972665;2.987687;3.808846;4.052608;2.125096;5.207532;3.154643;2.490409;5.572959;6.291278;8.028415;8.589017;6.118128;5.521255;9.371533;4.268784;7.057078;8.330464;8.958034;7.213603;9.190524;4.220374;0
METRN;0.314749;2.067225;1.689639;1.441885;1.239385;0.338267;2.573368;2.329981;1.174899;1.783401;3.502837;1.623268;2.978607;4.530375;2.371279;3.624829;2.760148;2.494875;0;1.965965;2.625761;2.459096;4.378073;1.549791;1.543966
METTL1;1.087304;0.105135;1.018956;8.884634;9.563667;0.980679;7.809232;9.513608;0.973961;7.418774;8.569103;8.429679;1.593321;1.740887;1.422432;1.611922;1.728392;1.325623;1.402585;1.538823;1.267086;1.392348;1.507552;1.351287;1.219982
METTL2B;1.263849;1.266137;1.173473;1.276078;1.158484;1.119135;9.449052;9.339744;1.110411;9.344067;0.110954;1.030747;3.071794;2.683364;2.618644;3.201877;2.964058;1.689819;2.231234;2.499471;2.028775;2.227055;1.940059;0.202538;1.884025
METTL4;3.112419;2.721224;2.682149;2.424785;3.054843;3.716678;2.163344;3.166349;2.522163;2.387643;4.615019;4.141737;3.230393;0.485139;0.320456;3.160574;3.863358;2.943336;4.170573;3.044595;3.846176;4.102559;3.622713;2.193462;2.893403
METTL7B;8.124565;9.822966;0.621244;3.354613;1.342701;0;4.098817;1.232892;1.297691;0.718846;7.741497;1.837269;1.066089;9.415379;8.005971;0.306811;1.096916;1.836794;1.484586;5.613212;1.157484;6.135038;1.054611;0.537332;8.711201
MFAP1;6.438789;8.382791;5.963528;5.733378;7.864868;7.954924;3.302193;8.870947;6.593348;2.920886;7.228602;6.672479;1.287453;1.717408;9.248615;8.590069;1.920754;8.185598;1.421914;1.419452;1.497758;1.306457;1.459895;8.320751;7.814344
MFAP4;1.095801;1.857011;4.484085;1.409386;2.986818;1.345595;2.498288;1.064758;8.874686;5.820734;3.590467;2.751985;2.922859;0;2.315736;0;9.039021;0;1.269082;2.455302;0;4.993293;6.309848;2.229552;1.532098
MFAP5;4.216675;3.741274;8.692143;3.547009;5.736665;1.585227;4.032383;1.815545;3.366752;1.772292;8.551786;6.860145;1.027656;0;6.532721;9.869861;0;0;3.728597;9.515237;6.730688;3.927885;0.189625;1.083829;8.829438
MFGE8;6.909623;6.334651;0;0;7.919647;8.436047;6.759458;5.201414;0;2.606247;3.667489;0;6.269273;0;6.294631;0;0;0;0;0;6.299238;0;4.805317;4.820305;9.367124
MFHAS1;4.049279;1.937581;2.472575;2.121897;4.957603;4.064174;1.826841;1.382185;3.420858;2.752722;1.721859;3.724932;5.734683;9.911484;6.832328;6.340668;0.709399;4.738377;3.289519;3.046805;5.463825;6.324203;6.005168;7.219626;4.669412
MFI2;9.873517;1.021906;1.076739;1.058613;1.328394;1.260622;9.376476;8.822311;1.073243;8.047919;1.053611;1.075076;1.662365;1.769395;1.477622;2.065093;1.975517;0.151053;1.707817;1.505923;1.484612;1.942082;1.646231;1.506274;1.178636
MFN1;8.145779;8.596245;8.326838;8.005907;7.906417;7.562148;0.689893;7.369685;8.370651;6.903968;7.887511;7.635594;1.159788;1.335578;1.135716;0.140054;1.412026;1.110683;1.215487;1.192057;1.096941;1.203366;1.266023;1.093309;1.045987
MFN2;9.326033;9.085998;0.872802;0.720147;9.532753;1.375019;7.439408;0;5.730417;6.364612;9.962327;7.459432;1.506753;1.984388;1.045676;2.567663;1.416659;1.461221;1.416632;1.325481;1.365151;1.141377;1.382252;7.511525;6.883218
MFNG;3.284413;6.115406;4.940693;3.574041;3.835999;4.658596;4.087119;4.363143;4.383774;1.767738;4.780853;4.434443;8.126339;0;7.720844;1.083766;9.522318;7.077276;0;1.677193;9.263007;1.512227;7.926124;5.610339;8.648862
MFRP;8.075795;8.411568;8.438445;7.119772;7.170213;8.073787;6.554108;7.315893;7.766624;7.239477;7.231307;7.884671;1.358004;1.429422;1.125658;1.544453;1.381462;1.092071;1.183239;1.111087;0;1.173606;1.046323;1.059955;9.719628
MFSD1;1.409321;2.538897;2.588049;1.970494;1.577992;2.211825;1.108712;1.850687;1.334111;6.149966;2.655827;2.286235;3.313741;5.585982;2.874431;4.461006;4.445771;2.961647;4.414188;7.144255;5.073851;7.129935;4.891528;2.189141;4.628789
MFSD2;1.624487;2.375339;1.737526;1.252841;1.411575;0.227131;8.883755;3.056286;1.165719;1.282685;1.282485;1.816342;3.446691;0.363003;2.306572;1.818392;3.348585;1.588907;1.636089;5.009732;2.379539;1.978922;0.535704;1.557587;1.482117
MFSD3;2.824633;2.502364;2.703973;0;2.712948;1.585972;1.693672;3.307798;3.446157;2.914854;0;1.636824;3.689716;4.145347;2.641543;9.853978;0;8.634739;3.428772;2.997485;3.636321;2.486617;7.760252;1.834066;4.913056
MFSD4;9.281837;9.698257;1.235451;7.985444;1.001056;8.394289;7.367546;1.501302;8.105403;6.809579;8.186929;8.913121;2.590138;1.740285;1.258286;0.149801;2.029885;0.133147;1.260966;3.658735;2.139672;1.671905;0.130898;1.949717;1.217715
MFSD5;1.030067;8.692432;0;8.129149;1.420463;1.399962;0.647775;1.494278;1.073162;7.122395;1.250029;1.339105;1.404019;1.568919;1.226143;8.543578;2.077351;7.499873;1.758812;0;1.890227;1.447232;1.661825;1.094042;1.173534
MFSD7;1.433724;1.871295;1.806075;1.672577;1.470064;1.421458;1.038631;1.146075;1.019505;1.063165;1.809596;1.833705;2.020475;2.986606;1.834709;2.508364;2.741677;2.536828;2.862453;2.354215;1.627782;3.252345;2.034169;1.563584;1.382572
MGAT1;2.122719;0;2.638786;1.551042;1.944839;2.299664;1.133235;2.149655;1.618114;1.270983;2.802556;2.413875;2.327927;4.503333;2.532506;4.454723;2.974264;4.043821;4.934912;3.470235;1.777281;3.108354;2.642005;2.793899;1.711095
MGAT2;1.132432;1.181904;1.318559;1.086876;0.138095;1.418248;8.623712;1.414021;1.058764;9.788775;1.109712;1.249037;2.101743;0.189218;0.173686;2.025049;2.289227;1.629616;0.171329;1.933104;1.815094;1.614937;2.183978;1.620612;1.626929
MGAT3;8.201433;8.122698;8.501397;7.749945;7.823424;6.962503;0.629289;7.426898;7.573112;7.852583;8.585173;7.655758;1.600078;1.252679;1.162003;1.328974;1.302528;1.108857;1.282534;1.302083;1.199773;1.064427;1.310755;0.996751;8.699165
MGAT4A;5.803026;0.738401;5.756641;4.090848;6.205815;3.127568;2.140477;5.436324;3.318947;2.649046;6.330082;0.699812;8.153945;8.628297;6.038893;5.508068;8.175065;5.411825;9.508743;1.511406;7.763743;1.415683;1.231594;4.692453;9.689568
MGAT4B;5.331797;4.725231;2.991169;3.436605;3.557755;3.568634;2.032618;7.946702;4.044637;4.374915;3.861548;2.511367;4.947042;4.533048;2.924845;2.079327;3.276094;1.962178;4.839802;3.252399;4.023018;3.585724;5.823749;4.158573;2.392677
MGAT4C;0.900844;8.450087;9.283247;7.004927;8.578605;7.374131;7.496213;0.818957;8.166034;7.309457;8.455827;8.163934;0.143068;1.294267;1.246367;0.231397;1.481373;1.208527;1.213934;1.240393;1.268022;1.138967;1.281327;1.233169;1.060087
MGAT5;1.826917;1.444616;1.445645;1.312529;1.652828;1.696136;1.145084;1.642695;1.381867;1.167136;1.502103;1.377745;2.247926;3.038725;2.088689;2.229576;2.407716;1.958103;2.651646;2.655314;2.316494;2.417281;2.554695;1.916738;1.806523
MGAT5B;9.947331;0.916143;1.018148;8.139857;1.105509;8.819466;6.548151;1.038046;7.963674;7.327233;9.401115;8.734524;1.736191;1.787439;1.481757;1.504382;1.720748;1.382705;1.459108;1.549335;1.325508;1.599316;1.700168;1.159572;1.242135
MGC10433;1.794421;1.445365;0;1.157246;1.984935;1.619757;6.377496;1.324977;9.785869;1.325474;1.371646;2.549951;2.295036;1.990698;1.760902;1.692959;2.653888;1.248529;1.464008;1.373845;1.543755;0;1.664301;1.333146;0.948559
MGC10471;4.056872;4.362131;4.170683;4.102303;5.212263;4.500097;2.535176;4.578125;4.148494;3.118534;4.601713;4.392858;7.059798;8.275381;5.845059;7.056716;7.240575;4.667495;5.561864;0;6.080458;8.079395;4.413909;3.222138;7.376814
MGC10911;4.981825;0.503232;5.015573;4.001291;4.367266;0.452775;3.235504;5.860156;3.044536;2.715914;4.242891;3.872848;0.924243;8.235998;4.205018;4.075609;7.016038;3.487936;6.096922;0.681201;6.458044;4.699627;1.006715;3.850468;4.766002
MGC10992;3.381273;3.448393;4.684198;3.541406;0.799819;4.094151;3.599544;2.718425;3.718442;2.135491;5.393129;1.068118;5.707428;1.203274;6.606233;1.956007;1.784754;1.228479;1.055838;5.603552;6.822579;1.024272;4.080121;5.442848;5.951465
MGC10993;1.154525;1.076476;5.087468;5.723042;1.679122;9.754998;7.418766;1.036121;9.005948;1.014102;1.222848;1.237669;0;1.726615;1.018056;5.796894;2.092652;4.404939;1.216778;7.543792;1.352483;8.037007;1.231563;1.133331;0.844803
MGC11102;1.155612;1.140333;1.112185;8.378051;1.007627;8.989227;8.047532;1.072326;8.924437;7.703748;1.001849;1.034212;1.893641;2.117166;1.721796;1.991764;2.170414;1.571774;2.143024;1.947072;1.573401;1.874022;2.014992;1.549726;2.336045
MGC11271;1.038435;0.960106;1.093277;0.810475;8.892841;9.605972;6.918052;1.000793;8.586382;7.215315;8.964731;8.981721;1.413253;1.627833;1.412719;1.698982;1.877495;1.240901;0.136804;1.462677;1.339413;1.400889;1.701317;1.457583;1.164169
MGC11332;1.140983;1.212034;0.113949;9.869231;1.033098;1.518741;9.193821;1.218321;1.070337;1.100548;1.106469;1.344504;2.721807;0;1.619968;1.587521;2.249386;1.474514;1.749301;2.155379;1.894687;2.891425;2.460793;1.556321;1.353217
MGC11335;3.533751;3.106694;4.481097;3.219632;3.715041;3.093178;2.120537;3.483974;2.242139;1.837949;1.954575;0.324585;7.779191;7.595974;4.949129;4.451492;1.107652;4.150791;6.549003;0.845226;9.391063;6.293563;7.545988;6.402228;9.857101
MGC12981;1.178683;1.348554;1.041805;6.567081;2.057976;1.748041;1.103502;0;1.036347;8.601606;1.419655;0;1.832541;1.849626;1.241778;1.037328;2.147594;1.100932;1.586219;1.196236;1.753898;2.141064;1.714687;9.992931;1.579093
MGC13024;1.770151;1.564871;2.012559;1.360663;2.749074;1.660749;1.536692;1.961033;1.263429;1.368409;2.284798;2.118666;2.559637;2.329192;2.037955;2.896613;3.142903;2.189122;2.996817;1.858325;2.046459;2.519704;2.047355;1.464966;1.563082
MGC13096;1.191423;0.618033;6.136307;5.518017;8.274141;8.615558;4.017733;7.664627;5.805464;5.491704;7.362041;1.109917;0;1.390067;0.837834;0;1.302608;4.806842;1.226373;7.223879;7.468159;1.268035;1.331427;8.539066;9.512255
MGC13138;1.250158;1.242122;1.179079;1.064772;1.867594;1.202234;8.462923;1.069365;1.013413;8.752209;1.071879;1.402624;1.955581;2.151974;1.638432;1.975604;2.461865;1.511716;1.970805;1.608119;1.574049;2.120594;1.630506;1.596305;1.454568
MGC13170;5.423589;3.527861;1.934493;1.855966;2.607241;1.951604;1.221095;3.404246;3.314175;2.716566;3.722838;3.512345;5.070378;0;0;0;5.602854;0.735147;0;2.903708;3.223172;3.281723;5.005756;2.245482;3.472363
MGC14141;1.533102;1.549977;1.573167;0;1.472586;1.383634;7.167362;2.824498;2.133607;7.712141;4.366945;1.020939;4.418604;5.762279;2.869207;8.544114;6.119921;0;0;3.626752;2.189796;4.313729;6.879583;2.625306;5.074724
MGC14376;5.159738;1.298779;1.482737;5.020178;6.770961;6.545024;3.117977;9.941473;2.729337;0.350097;4.444512;4.091228;9.555881;1.408733;4.452127;1.394483;6.877108;7.806075;0;0;9.680535;8.544793;9.244792;4.306547;1.490906
MGC15416;5.936835;5.232536;3.706389;3.690502;4.833138;9.507281;2.782344;8.815763;3.677409;2.697264;3.368767;4.831667;1.187819;9.572574;7.404167;3.670251;1.119511;4.469178;5.328617;8.720165;9.262443;5.985979;1.900834;8.212252;4.769569
MGC15476;4.692843;3.846992;5.049095;7.917608;3.221664;4.326279;6.361398;2.647373;2.423016;2.171111;2.738723;1.205464;5.046821;1.782722;4.105491;6.594195;1.151872;0;6.279804;5.267477;4.463383;1.004285;2.952479;4.069996;4.292864
MGC15523;1.008118;9.037334;9.469333;8.379907;1.026471;8.967664;6.729166;7.907103;8.351498;8.268103;8.669356;9.503683;1.717327;1.515272;1.419917;1.560538;1.803082;1.518468;1.650848;1.611365;0.146718;1.477585;1.469127;1.365688;1.144968
MGC15763;0.290148;4.741664;3.285489;2.209368;2.311359;6.602452;2.312564;5.135934;3.447747;2.168779;3.958834;2.642616;5.934518;6.334936;4.832186;3.267387;6.203477;2.697155;3.782379;6.233141;4.931357;5.303907;7.696678;4.356681;5.930491
MGC15875;1.394339;1.589239;1.711986;1.073224;0.148146;1.405577;1.026612;2.162219;1.475544;1.147367;1.508236;1.451165;3.578958;2.814562;2.317861;2.809425;2.745048;2.255461;2.839272;0.344047;2.977454;2.837299;2.677296;2.668132;1.516163
MGC15912;6.823051;7.793465;9.410074;6.125934;5.120085;3.903459;2.817568;4.610871;0.483413;3.448874;0.383876;6.356295;1.512136;1.142375;8.780647;0;2.724815;1.337436;0;0;1.083493;1.973641;1.185632;0;1.463598
MGC16028;1.597185;9.531144;1.138729;0;1.064948;6.352783;5.417156;1.171292;9.097407;6.032492;1.003303;1.849167;1.893976;2.144994;1.272269;2.309489;2.178605;0;1.496869;1.696595;1.333959;0;1.342677;1.219885;1.977155
MGC16169;8.444106;0;6.131954;6.014474;8.651508;6.921048;6.678668;8.901089;6.480255;7.796483;8.067831;9.926591;1.114633;0;7.093085;8.235496;1.645643;6.070675;1.214563;0.727775;1.124086;9.241372;8.550177;7.690292;9.399948
MGC16372;9.016455;8.138415;8.390084;7.698678;8.783907;7.766013;6.382632;7.236348;8.054984;6.821233;1.070901;9.434501;1.465934;1.369801;1.190765;1.363318;1.396219;1.279388;0.126323;1.256972;1.288822;1.174332;1.070827;1.163561;9.940247
MGC16943;1.362126;1.176722;1.226813;1.143856;1.597011;1.169965;9.611253;1.501952;1.139562;1.523126;0.112501;1.349155;3.597359;2.721972;2.724778;1.971956;0.386622;1.546108;1.688417;2.106401;0;2.358336;2.277613;1.855393;2.645058
MGC17839;5.459857;0.261493;2.829109;2.077616;2.494245;1.772781;1.810812;1.373149;2.220253;1.000208;1.893501;4.419515;3.584644;4.710276;3.019414;6.823549;5.755648;5.694958;7.411488;3.488108;2.953878;5.909354;2.202384;2.328038;2.994631
MGC18079;2.007297;2.459218;1.560459;1.682648;1.595042;1.507431;1.092743;1.769486;1.655454;1.765803;2.114791;2.521653;2.368887;2.454493;1.793835;2.205168;3.179952;1.895483;2.838398;2.779423;0;2.349637;2.413323;1.659028;1.891506
MGC19604;6.588193;5.318986;6.224847;6.176035;6.840805;6.868785;6.354897;3.788483;5.753422;5.820703;6.500089;0.696063;1.029821;9.594595;8.288161;7.214058;1.337905;7.156285;0.883646;6.115302;8.593503;8.121569;6.894686;5.817454;5.802961
MGC20255;8.346565;7.904949;6.762846;6.108155;1.206656;7.185654;3.592814;8.411827;4.237739;0.386292;7.066831;1.275884;1.277146;9.549083;9.264173;7.792019;1.341346;4.589549;1.192726;8.211335;9.479448;1.262186;1.010252;7.617567;7.464313
MGC22793;1.940533;1.286437;1.135964;1.261692;2.173152;0;8.556415;1.398074;1.196744;1.446686;1.361158;1.533669;3.348905;1.869495;2.242556;0;2.169336;1.011059;1.975347;2.335939;2.065022;2.733428;3.133258;1.015296;2.563243
MGC23280;1.303685;1.469989;1.507592;1.073329;1.664865;1.428672;0.822546;1.470364;1.497802;1.048503;1.238608;1.447705;3.154397;2.689992;1.929135;2.092268;2.929333;1.678669;2.288477;2.047004;2.385795;0.190504;2.697497;2.771162;3.001024
MGC2408;3.391577;3.636126;4.078237;3.024866;3.860796;8.877423;2.052539;6.072266;2.552134;2.002793;2.596105;2.935537;1.198243;1.143357;5.495416;2.628614;0;2.978315;7.248669;9.086094;6.436703;5.701693;1.329609;6.817947;9.392098
MGC24665;1.015886;0;9.393997;7.873823;0;1.106933;5.997309;1.584581;1.573225;7.866761;1.240881;1.554966;1.741812;2.027085;1.032216;6.259142;2.897309;4.394975;2.134461;0;1.459157;1.163058;1.337614;1.174933;1.618757
MGC24975;1.367397;1.495642;1.586772;0.135538;1.673431;1.557772;1.212334;2.568376;1.304706;1.417428;1.701604;1.589632;2.701773;3.155798;3.120583;2.235257;3.413114;0.169777;2.393772;2.245053;2.493295;2.542769;2.275631;1.937998;1.642191
MGC26816;0.853214;8.295795;9.093163;0.677561;7.618355;8.616119;6.976244;7.329788;6.755566;6.980354;0.851672;8.750459;1.416129;1.382109;0.134054;1.407527;1.285401;1.218803;0.124591;0.111873;1.152204;1.109756;1.179534;1.018853;1.122142
MGC26856;1.055364;1.078294;1.124723;1.231198;1.175053;1.157098;0.895566;0.923091;1.055953;9.363779;1.237858;1.191604;1.835504;2.043604;1.556989;1.711309;1.823376;1.515306;1.709699;1.724765;1.410049;1.575492;1.832655;1.562044;1.493119
MGC26885;6.521313;4.804023;5.072693;3.681729;7.366074;5.437605;0;4.774723;3.840174;4.723512;3.054611;0.458107;1.315213;8.714109;6.227715;5.835814;1.305468;4.396593;1.373443;1.020824;7.457299;1.210319;1.638429;5.604712;1.707633
