CACO2	COLO201
NDUFS4	10.00374248	9.448289616
NDUFS6	10.89526138	11.51962919
NDUFS8	8.110558152	8.007386826
NDUFV1	10.9060325	10.10077146
NDUFV2	11.1505995	10.58774246
NEB	5.655768629	3.790431767
NEBL	6.861103655	9.10260855
NECAP1	8.816949838	7.570391665
NECAP2	8.443536792	8.600292452
NEDD1	6.736917818	5.741628025
NEDD4	7.99517971	6.647283779
NEDD8	10.24710794	10.98631343
NEDD9	9.360574496	9.478951781
NEFH	3.513761624	3.713986584
NEFL	3.324871323	3.650700522
NEIL1	5.264876117	5.982267184
NEIL2	6.459082569	6.578345643
NEIL3	6.545473113	6.763283779
NEK10	4.643848626	4.645785943
NEK2	6.567962856	6.067618823
NEK3	5.453701085	7.182938187
NEK7	9.919895937	9.033214781
NEK9	7.852524029	8.095542414
NELL2	5.313627517	5.036562954
NENF	9.911545944	9.369211947
NEO1	7.263326589	6.494132998
NES	8.190931438	8.891433645
NET1	9.386636491	10.79680452
NETO2	7.681076039	8.476875904
NEU1	9.225465593	8.111557713
NEU4	6.106315401	6.246419462
NEURL2	5.781031349	5.458374169
NEUROG2	3.625849801	3.55938571
NEUROG3	4.06307349	4.460344865
NF1	4.822246581	4.769506652
NF2	7.422678012	6.067395667
NFAM1	5.466163238	5.834425333
NFASC	4.01415909	4.081087597
NFAT5	7.078659059	5.583553873
NFATC1	4.830369825	6.006524378
NFATC2	8.282004562	4.279032685
NFATC2IP	8.049683781	8.322563268
NFATC3	4.150876224	3.911992473
NFATC4	6.248025099	6.310214226
NFE2	5.4302073	7.764017025
NFE2L1	10.28916109	9.479078622
NFE2L2	7.456590732	7.368142794
NFE2L3	7.936136613	5.374971171
NFIA	5.459725544	4.464470867
NFIB	3.824797158	7.7499519
NFIC	7.63880482	8.409113343
NFIL3	7.94943368	8.389086757
NFIX	4.7400181	5.859065661
NFKB1	7.593545606	6.902422364
NFKB2	5.467019272	4.69921347
NFKBIA	8.636511715	7.830036542
NFKBIB	6.59787954	7.772746088
NFKBIE	7.269450524	6.293329477
NFKBIL1	6.548881766	6.985029779
NFKBIZ	8.860554436	7.522428643
NFRKB	4.896849135	4.636918655
NFS1	6.061561367	5.279581986
NFX1	5.472784898	4.931643575
NFXL1	7.96462114	9.058349592
NFYA	6.899600363	8.751441926
NFYB	7.669175746	7.303702186
NFYC	6.76431151	7.314637072
NGEF	4.628736978	5.472317201
NGFR	4.4970397	4.555426269
NGFRAP1	11.59792241	4.633351967
NGRN	9.136747074	8.690353768
NHLH1	5.196933697	5.519887575
NHLRC2	4.08247674	3.854035406
NHP2L1	8.556296459	9.000971042
NHS	5.922227262	7.807399651
NICN1	6.654320834	7.383246173
NID1	8.23226708	3.573857461
NID2	3.94735243	3.635403111
NINJ1	7.750632529	7.149273699
NINJ2	6.159976948	8.026538876
NIP7	9.32951526	8.876213707
NIPA1	5.284076031	4.424793978
NIPA2	10.63442297	10.77281281
NIPBL	7.183247676	7.866237399
NIPSNAP1	9.446092429	8.905337579
NIPSNAP3A	8.305440869	8.951374225
NIPSNAP3B	3.688949552	3.595065374
NISCH	8.322923683	8.129494363
NIT1	4.88453771	5.126593381
NKAP	7.547882873	8.266003906
NKD1	5.372686813	6.32829714
NKD2	6.523245496	8.701915928
NKIRAS2	8.233138673	8.541127832
NKRF	8.052507756	8.100186442
NKTR	7.491996902	6.995820566
NKX2-5	6.048825809	6.240287265
NKX2-8	5.08265314	5.270974027
NKX3-1	6.026008026	5.178015541
NKX6-1	4.553773066	4.683141357
NLE1	5.707242104	5.462304372
NLGN2	6.542003681	6.54147466
NLGN3	5.041575981	5.305134654
NLK	7.487607926	6.314748932
NLN	9.659805635	9.505613279
NMB	7.918766551	8.335909321
NMD3	7.518900254	6.068670817
NME1	11.85251837	12.07769547
NME3	6.516213952	7.928096254
NME4	8.708003358	7.377610894
NME5	4.590402	4.459804971
NME6	7.93381161	7.301229192
NME7	8.066079737	8.125929039
NMI	8.493719206	10.01289268
NMNAT1	4.335217675	5.181235111
NMNAT2	5.909411153	3.99751475
NMNAT3	7.323094064	7.560721498
NMT1	9.650670825	9.67739017
NMT2	7.536837453	4.695469706
NMU	4.485748219	10.89993589
NMUR2	5.476411779	5.256227946
NNAT	5.299716053	5.791016302
NNMT	4.652400822	4.685976692
NNT	7.57149988	8.075189681
NOC2L	6.359177831	6.19888509
NOC3L	10.07765588	8.993347915
NOC4L	7.839032386	8.088729165
NODAL	5.921383245	5.693098413
NOL10	4.918275384	4.482480398
NOL11	10.15378294	10.15230077
NOL3	5.702332455	6.226029964
NOL4	4.052063274	4.017601304
NOL6	7.907773772	7.3119051
NOL7	8.184640529	8.121867931
NOL9	7.75067095	6.810913442
NOLC1	8.901936635	8.09774125
NONO	9.393814453	9.103146479
NOS1AP	4.1047807	4.63405707
NOS3	4.62172247	4.920723908
NOSIP	9.224446532	9.731007564
NOTCH1	6.339769697	8.535537883
NOTCH2	9.006604429	8.226340991
NOTCH2NL	7.468791972	8.01809525
NOTCH3	7.062486785	5.535479836
NOTCH4	5.459170901	6.006044506
NOV	3.596010003	3.584706216
NOX1	7.330422613	3.19618796
NOXA1	6.690264963	6.875049399
NOXO1	4.762033388	7.215255036
NPAS1	5.321483703	5.151403949
NPAS2	3.894119427	7.327007143
NPB	6.604930095	6.716075152
NPC1	8.521715571	7.458191588
NPC1L1	5.503535655	5.20808721
NPC2	11.10979804	10.0073203
NPDC1	7.167699551	6.07968788
NPEPPS	6.187277131	6.602316568
NPFF	5.266422962	5.037705626
NPHP1	5.718461319	5.28236736
NPHP3	7.405476346	6.261808441
NPL	4.388124206	5.424978451
NPM1	12.75703755	12.26931195
NPM2	7.327545653	7.658870427
NPM3	9.04915235	9.148791842
NPPA	6.244196794	6.266846535
NPPC	4.038965767	4.241848737
NPR1	6.409503522	6.366808008
NPR2	6.152217431	5.476555741
NPR3	3.785948712	3.59171543
NPTX1	6.174040965	5.022610754
NPTX2	3.556003693	3.717265309
NPY1R	3.380266839	3.423697083
NQO1	9.521597744	11.76502503
NQO2	9.561753627	9.720220978
NR0B2	5.761317446	5.656748992
NR1D2	6.248529157	6.045102039
NR1H2	6.583681472	6.372773138
NR1H3	7.728531339	7.402022749
NR1H4	3.752596932	3.645402799
NR1I2	3.902634706	3.923487637
NR1I3	3.565987023	3.398938692
NR2C1	7.111534021	6.639751922
NR2C2	5.014106808	5.164391752
NR2E3	3.762751253	3.714963546
NR2F1	4.891521789	6.708000721
NR2F2	8.477183197	6.218073309
NR2F6	9.33993965	8.998574888
NR3C1	7.887110401	3.61255408
NR3C2	4.552722279	4.346633409
NR4A1	7.098677284	6.4778606
NR4A2	4.219842718	5.565169222
NR4A3	4.574013685	4.845976694
NR5A1	5.035185164	5.078820382
NR5A2	5.004840409	3.76113067
NR6A1	5.441192421	5.482567407
NRAP	4.556922833	4.538549052
NRAS	8.138565926	7.636990179
NRBF2	8.569503442	7.064769348
NRBP1	8.203448609	7.483595119
NRCAM	8.980606253	4.809549525
NRD1	5.441646374	4.938041307
NRF1	7.024393097	7.373134722
NRG1	3.266653683	3.536242764
NRG2	4.687922563	4.269243037
NRG4	3.185140913	3.220623167
NRGN	6.256334373	5.120108965
NRIP1	8.391750156	9.431097615
NRIP2	5.078134958	5.18610288
NRL	4.839289059	5.359255624
NRM	8.197504657	8.591308478
NRN1	4.230647231	5.228595716
NRP1	7.630555237	6.574510579
NRP2	4.703679142	6.651292557
NRTN	4.657434899	4.494886082
NRXN1	3.117429251	3.348681415
NRXN2	4.445882696	4.461125289
NRXN3	5.988328202	4.117573829
NSD1	4.58553187	4.194998115
NSDHL	8.14346076	7.845794695
NSF	8.53404801	9.871015225
NSFL1C	8.378317945	8.622793883
NSMAF	5.314202386	5.284472134
NSMCE1	8.717814776	9.962724002
NSUN2	10.17192096	10.44046165
NSUN3	3.559836564	3.900760648
NSUN4	6.900875108	7.258562229
NSUN5	9.585535795	9.123739365
NSUN6	5.528788405	5.1144726
NT5C	6.715530776	6.748587081
NT5C2	5.715585307	5.844618918
NT5DC1	7.954104786	8.816976769
NT5DC2	8.497055193	7.361210877
NT5DC3	6.178666383	6.5946138
NT5E	4.008773144	9.002353639
NTAN1	7.646871451	8.033039033
NTF3	5.62077504	5.36339734
NTHL1	7.423759582	7.562148107
NTN1	4.522567778	4.478373387
NTN4	9.780950518	4.277366688
NTNG2	4.749902749	4.857739322
NTRK1	4.105711867	4.2241111
NTRK2	3.472756566	5.021320276
NTS	4.145829045	3.968668115
NTSR1	5.255074065	8.438029638
NUAK1	8.349246399	5.641505563
NUBP1	7.910090181	8.754275367
NUBP2	7.891827069	8.017556277
NUCB1	7.003074691	7.045127754
NUCB2	9.477962266	10.66054897
NUDC	10.07259525	10.28199209
NUDCD2	9.410548854	9.235095379
NUDCD3	8.415275281	8.37220442
NUDT1	8.07134429	8.916045924
NUDT12	6.88219179	6.428604711
NUDT14	7.049719809	7.789633582
NUDT15	9.818174641	10.11575045
NUDT16	6.645924267	5.623684049
NUDT16L1	7.497010374	7.934482757
NUDT2	7.311197994	7.625222065
NUDT21	8.083641533	7.622038867
NUDT22	8.0558085	8.969406636
NUDT3	8.562686417	8.592351756
NUDT4	9.339769487	8.646647461
NUDT5	10.63868936	9.889763216
NUDT6	5.553503021	6.570125461
NUDT9	8.608401066	8.909317255
NUFIP1	6.420753895	7.877202757
NUMA1	3.4897133	3.55450905
NUMB	4.150781037	4.55491037
NUMBL	10.28688503	9.904824814
NUP107	10.27246652	10.01119171
NUP133	8.838348325	8.643607895
NUP153	4.474452415	4.164110855
NUP155	8.43563671	7.89828241
NUP160	6.433963286	6.560030666
NUP188	8.368307067	8.392831709
NUP205	9.79230947	9.988790203
NUP210	8.152767866	8.00199046
NUP214	6.852957375	7.12344276
NUP35	9.717660909	9.421388251
NUP37	10.13105891	10.09205033
NUP43	4.786120155	4.738364568
NUP50	8.092116659	6.997887331
NUP54	9.792811006	9.526334613
NUP88	6.122412539	6.103334099
NUP93	10.0824869	9.442265899
NUP98	9.22541567	9.396884554
NUPL1	4.968979104	5.25958214
NUPL2	7.743706526	7.853362141
NUSAP1	8.647645185	8.184278838
NUTF2	7.373899405	7.335419789
NVL	7.939225862	7.772146555
NXF1	9.004298351	8.447463049
NXF3	3.788352216	3.879799699
NXN	9.971309192	10.06266541
NXPH3	5.925566028	5.905713145
NXPH4	5.630080718	5.632250733
NXT1	9.634219366	10.47152611
NXT2	8.409625727	8.790509144
OAF	7.306132147	7.307028017
OAS1	7.531371091	6.7673056
OAS2	3.911676107	4.444594977
OASL	5.171961897	6.473727993
OAT	11.20036017	10.65981675
OAZ2	8.408887736	8.459946347
OBFC1	7.376312777	8.813449564
OBP2A	5.475793206	5.417847548
OBP2B	5.210246967	5.201220858
OBSCN	4.396801748	4.426384983
OCA2	6.51273459	5.168755351
OCIAD1	9.676372364	9.930425227
OCIAD2	7.109876131	10.51047755
OCLN	7.421052022	4.079425117
OCRL	7.615876539	7.535864283
ODF2	6.129152383	6.597152487
ODF3L1	3.949282995	3.814326736
OFD1	5.25035422	5.232555553
OGDH	4.978837061	4.867795629
OGDHL	6.873588417	5.144995164
OGFOD1	8.822037243	7.459212934
OGFR	8.297184367	8.359952643
OGG1	5.582426523	6.180034115
OGT	8.999995618	8.64857832
OIP5	8.711599274	9.163776987
OIT3	3.754469603	3.842110251
OLFM1	4.16006834	4.49438498
OLFM2	5.219565549	5.262887111
OLFM4	3.623338179	3.70277769
OLFML2A	5.242284707	4.999457341
OLFML2B	4.439610396	4.646245925
OLFML3	8.367538526	8.579373781
OLR1	8.262621016	3.500425525
OMA1	6.822515916	7.331173997
ONECUT1	4.489060158	4.370353082
ONECUT2	3.690065379	4.005274624
OPA3	5.378498304	5.245840294
OPHN1	9.38642902	9.273945138
OPN1SW	4.700666219	4.534764433
OPRD1	5.237387073	5.223989635
OPRL1	4.687969632	4.570592992
OPTN	7.186529709	5.933832622
OR10H1	5.689105147	5.809432063
OR1F1	5.470147156	5.32651221
OR2A4	4.037316229	4.068621427
OR2B6	4.214893385	4.060783172
ORAOV1	5.640035374	5.671082436
ORMDL3	8.538861429	9.609394202
OS9	9.967572517	9.898231172
OSBP	4.741749247	4.637035112
OSBPL10	9.357247572	10.2070908
OSBPL11	7.047606684	6.853198776
OSBPL1A	7.887826454	6.666180908
OSBPL2	7.046848689	7.489944341
OSBPL3	8.48269256	8.309170204
OSBPL5	5.008954498	8.031798319
OSBPL6	5.102246351	4.746003726
OSBPL7	7.431742862	7.312513477
OSBPL8	9.507734604	9.501154285
OSCAR	4.060449603	4.045266649
OSGEP	7.38114829	7.830044931
OSMR	4.367270724	4.271335083
OSR1	4.391091869	6.431692416
OSTF1	7.141273528	9.222808117
OSTM1	6.676254634	6.296569071
OTC	3.710581372	3.962870825
OTOF	4.34940095	4.338557826
OTOP2	5.393492255	5.45555585
OTP	4.293299491	4.268544368
OTUB1	8.832304249	8.927536492
OTUB2	5.20471707	7.622352798
OTUD4	3.825087946	4.359306048
OTUD5	6.126856085	6.34108212
OTUD6B	8.196354669	8.373513848
OTX1	4.783888769	4.786144307
OVGP1	6.529792011	7.014378143
OVOL1	8.065174801	8.525655134
OVOL2	7.564916369	8.510022916
OXA1L	9.448295774	9.423014114
OXCT1	4.228800357	6.927235764
OXCT2	5.304353687	4.837729214
OXER1	6.916676335	6.900576519
OXGR1	3.824765169	7.358854279
OXR1	5.742187508	6.115787071
OXSM	7.972309293	8.164433204
OXSR1	8.725025116	8.143172186
OXTR	4.763333489	5.081741039
P2RX1	5.453720151	5.231243299
P2RX4	7.802656371	6.981812271
P2RX5	5.4812045	5.184166852
P2RX7	4.718280265	4.758440201
P2RY1	4.271261213	3.327352238
P2RY11	5.60156699	5.786101841
P2RY2	7.221883063	4.992045218
P2RY6	6.626436983	5.452671223
P4HA1	8.87724553	7.703391851
P4HA2	8.743724668	9.327505857
P4HA3	5.424204114	5.471665579
P4HB	8.170242788	7.044926114
PA2G4	9.034195668	9.044656391
PABPC1	13.01594484	13.04035077
PABPC3	12.73831847	12.65485593
PABPC4	9.932682424	9.53149005
PABPN1	7.951969101	7.28958369
PACRG	4.668405264	4.861379039
PACS1	7.456791888	7.193242779
PACSIN1	4.817876462	4.981072054
PACSIN2	7.878044973	7.133724247
PADI1	4.335165633	8.43828782
PADI2	5.044440937	5.308033389
PADI3	4.827426049	5.093631765
PADI4	3.831337705	4.014681158
PAEP	4.355093218	4.48955528
PAF1	8.206655109	8.124252995
PAFAH1B1	5.973701389	5.976376006
PAFAH1B2	6.340162028	5.677772258
PAFAH1B3	9.232366464	9.780807462
PAFAH2	5.899684179	5.769252847
PAG1	6.213494453	6.73374321
PAGE1	4.244591588	4.594426838
PAH	3.586222301	3.449472255
PAICS	9.912213298	9.640062497
PAIP1	9.443746936	9.61895888
PAIP2	9.905438113	10.44506327
PAK1	7.924149092	7.685027509
PAK2	6.913688659	7.048919496
PAK4	8.715258904	8.402914298
PAK6	5.981764433	6.491665324
PALLD	9.07345939	8.583372051
PALM	6.237460494	5.790947482
PAM	8.098190889	6.724789187
PAN3	9.149551312	10.20245633
PANK1	7.431549434	7.389015476
PANK2	9.48246739	9.772357251
PANK3	6.987604346	6.981792876
PANK4	7.604688303	7.57981194
PANX1	8.401725953	7.51263688
PANX2	5.566947371	5.36696941
PAOX	4.394120615	4.850226362
PAPD4	4.754351065	4.448480412
PAPOLA	7.264425252	6.32857286
PAPOLG	6.267945416	7.383791131
PAPPA	3.455928376	3.446312049
PAPPA2	4.780976303	4.731826971
PAPSS1	9.870682267	9.344264903
PAPSS2	5.489896252	4.086957089
PAQR4	7.27644263	8.24768274
PAQR5	5.120819483	6.079100501
PAQR6	6.255002884	7.856841261
PAQR7	7.607494027	6.096664133
PAQR8	7.825381309	8.310004995
PARD3	6.582570868	5.899486361
PARD6A	6.652053055	6.585355825
PARD6G	5.283499272	5.376606692
PARG	6.797802034	5.42207264
PARK2	3.904134008	3.76887808
PARP1	9.690911005	9.449566908
PARP11	6.904179269	6.480622643
PARP12	8.354505977	8.525074347
PARP15	3.207902694	3.437984103
PARP16	6.545159754	7.418540151
PARP2	8.486364261	8.507154431
PARP3	5.611103162	5.967968395
PARP4	8.617076946	9.879920357
PARP6	7.356612722	7.526073733
PARP8	3.337176885	5.429618258
PARP9	7.381175165	7.133052855
PARS2	6.25301209	6.669100339
PART1	5.04804999	5.278990853
PARVA	7.905320706	7.969870179
PARVB	6.539807254	5.281585408
PARVG	4.817011042	4.731041521
PASK	4.918074642	5.826181528
PAWR	6.325827586	5.306795342
PAX2	4.272150775	4.156010896
PAX5	4.127899013	4.683100899
PAX6	3.116903547	3.186904028
PAX7	3.856933518	3.790007939
PAX8	6.108839429	6.218849978
PAX9	5.082767656	4.849907049
PBK	9.80462472	9.41146105
PBX1	8.115944156	4.622343131
PBX2	8.705825739	8.300222022
PBX3	7.53609748	8.287623646
PBX4	5.843702274	7.659883269
PBXIP1	7.230166651	7.478805906
PC	5.987041895	7.269220353
PCBD1	10.0342874	9.685946429
PCBP1	10.75188305	10.50902581
PCBP2	6.144843861	5.876069091
PCBP3	5.224502571	5.343421577
PCBP4	7.226607721	6.818153201
PCCA	7.298098825	8.318372628
PCCB	9.138891864	8.6994199
PCDH1	6.148964941	7.491446712
PCDH12	6.263700564	6.005533396
PCDH20	3.079175668	3.295803106
PCDH7	6.539632225	3.207794903
PCDH8	2.956217646	3.1525113
PCDH9	4.336655948	4.480089549
PCDHAC1	4.508817065	4.393024994
PCDHAC2	4.054027722	4.089839033
PCDHB10	2.909372466	4.004442886
PCDHB11	5.264461811	5.359567383
PCDHB12	5.574734828	5.869724174
PCDHB13	2.825910058	2.899797184
PCDHB14	3.29225665	5.126745206
PCDHB15	3.109267686	3.197949857
PCDHB16	3.122656389	3.635966018
PCDHB2	3.766535798	3.879083955
PCDHB3	5.318456225	5.316798678
PCDHB4	4.15595872	4.231511099
PCDHB5	3.416073075	3.439129617
PCDHB6	3.004237876	3.137796983
PCDHB7	3.648231536	3.875213205
PCDHB8	3.664291936	3.723004816
PCDHGB7	4.407951269	4.311883661
PCDHGC3	4.118681218	4.185517935
PCDHGC4	4.661235115	4.620032819
PCDHGC5	4.374665216	4.317794696
PCGF1	6.48579302	6.865584502
PCGF2	8.753971901	7.856030129
PCGF3	5.640450956	6.168626471
PCGF5	3.738369939	4.022425075
PCGF6	7.84648102	7.2300536
PCK1	3.62774231	9.466556853
PCK2	9.196495531	8.995949093
PCM1	5.752613154	5.86191855
PCMT1	9.838968292	9.563097287
PCMTD1	5.859088442	6.698570163
PCMTD2	8.644923171	10.18446921
PCNA	11.68796451	12.31591076
PCNP	9.041019802	8.272793353
PCNX	6.306116917	6.066052306
PCNXL2	5.72508211	6.904713499
PCOLCE	6.416572461	5.812122895
PCOLCE2	4.37915929	4.194871959
PCP4	3.899443935	7.869071896
PCSK1	3.668174464	3.601185081
PCSK1N	6.599636103	5.9464832
PCSK4	5.927150363	5.921687593
PCSK5	8.204750386	8.454616802
PCSK6	7.571970931	7.317373764
PCSK7	6.674928907	5.915028363
PCSK9	7.247063493	6.195454642
PCTP	7.95091147	9.023525603
PCYOX1	8.815749675	7.066859077
PCYT1A	5.245653732	5.0871278
PCYT1B	6.634522739	5.495115349
PCYT2	8.154052342	8.110835105
PDAP1	9.246882289	9.439747629
PDCD1	6.357717684	6.193968712
PDCD10	10.7253925	10.86709853
PDCD2	8.44479371	7.508772702
PDCD4	7.177380057	8.286596025
PDCD5	5.752890219	5.052125302
PDCD6	6.461313321	7.238527563
PDCD6IP	7.397341676	7.505012849
PDCD7	8.795369328	8.332084334
PDCL	6.816849789	7.492350907
PDDC1	8.343418964	9.007712379
PDE10A	7.798209174	3.128474058
PDE1A	3.599417971	3.555607595
PDE1B	5.604517302	5.573715941
PDE1C	3.923679883	4.082095751
PDE2A	4.843397332	5.161204608
PDE3A	4.654104548	5.006270788
PDE3B	6.79410716	5.711610572
PDE4A	5.731907644	7.269750442
PDE4B	3.171536746	3.33138048
PDE4C	10.17762771	10.20611058
PDE4D	8.422284709	7.044687742
PDE4DIP	6.38040597	5.50634947
PDE5A	5.183466508	3.91384067
PDE6A	5.794418527	4.781175038
PDE6B	5.138488276	5.217683695
PDE6G	6.514899186	6.423877502
PDE7B	4.953859907	4.59409535
PDE8A	8.697150242	8.43381215
PDE8B	4.093315589	7.531512081
PDE9A	5.435616044	5.121520695
PDGFA	8.54895543	6.237257373
PDGFB	5.642802403	5.741856974
PDGFC	8.613600217	3.481674644
PDGFRA	7.85981757	4.029850125
PDGFRB	5.568779199	5.444465012
PDGFRL	5.926973689	4.579713632
PDHA1	7.883920929	7.953997479
PDHA2	4.487926864	4.427722597
PDHB	9.178599054	8.600206732
PDHX	10.15413229	9.532468646
PDIA2	4.942187138	5.209970766
PDIA3	7.976692504	8.254084212
PDIA4	8.386964358	10.48091873
PDIA5	9.549557599	8.473533805
PDIA6	11.07474546	10.68576894
PDIK1L	6.557488677	7.890088629
PDK1	7.044487686	7.236801575
PDK2	5.913582953	6.870097417
PDK3	5.404547578	8.61286389
PDK4	3.217632223	5.758663614
PDLIM1	11.34216221	8.657746367
PDLIM2	8.389722712	6.70517517
PDLIM3	6.13249224	5.330569331
PDLIM4	4.850457232	4.422032938
PDLIM5	9.329217219	7.940841832
PDLIM7	5.822112658	5.416827284
PDP2	5.432415012	4.548440514
PDPK1	8.623450363	8.70686085
PDRG1	9.547685706	9.221978699
PDSS2	5.413527227	6.436041418
PDXK	9.927964847	11.02258367
PDZD3	6.470210883	6.119440159
PDZD4	6.085601659	6.034414006
PDZD8	8.12744243	8.270667916
PDZK1	8.916649402	9.573627838
PDZK1IP1	5.61886911	4.731322741
PDZRN3	5.279874042	3.673121048
PEA15	7.832001399	6.930418322
PEBP1	10.04038661	10.85509186
PECAM1	5.23019872	5.095509318
PEG10	11.3495784	4.081620444
PELI1	6.532789594	4.638283752
PELI2	4.485481489	5.931310033
PELO	6.948022049	6.86389439
PEMT	7.697548573	8.533246809
PEPD	8.129335173	8.411286175
PER1	6.179129573	6.463987749
PER2	6.992304467	8.238591202
PER3	7.658682419	7.735363215
PERP	6.706137905	8.549163642
PES1	8.7901634	8.462886772
PEX1	6.31169524	7.03003339
PEX10	7.088279552	7.603116238
PEX11A	6.134909467	6.754976718
PEX11B	7.767751677	8.435347869
PEX11G	6.301468478	6.665142526
PEX12	6.731983823	7.456115086
PEX13	6.954614127	5.571914309
PEX14	5.553576844	5.087266757
PEX16	8.76687722	9.13598666
PEX19	7.901351824	8.063630769
PEX26	8.299551467	8.455717736
PEX3	8.558196556	8.054640818
PEX5	9.534558754	8.497476164
PEX5L	3.864244691	3.885592829
PEX6	5.455489326	5.156976977
PEX7	6.61448076	8.566531548
PF4	5.198708848	5.87438882
PF4V1	2.92415467	3.004237807
PFAS	8.161775773	8.18248483
PFDN1	9.556633874	9.325890938
PFDN2	10.13823505	10.69048953
PFDN4	7.990798358	7.873458751
PFDN5	10.79821336	11.10017479
PFDN6	6.189736511	6.065148054
PFKFB1	5.133175599	5.075687414
PFKFB2	7.204589697	7.937238294
PFKFB3	8.57911211	7.987282541
PFKFB4	6.706972307	5.969772984
PFKL	7.904220647	7.988107253
PFKM	9.741320465	8.596505818
PFKP	11.49200723	10.33510476
PFN1	10.92933836	11.93566895
PFN2	9.173706075	5.43714873
PFN4	5.14076009	4.963708335
PGAM1	12.34362912	11.78987064
PGAM2	4.9868677	4.868772435
PGAM5	6.562213033	6.419188709
PGAP1	5.143991699	5.237176186
PGBD1	4.696301127	5.239370889
PGBD4	4.962637662	5.4886827
PGBD5	5.40881097	4.376258082
PGC	6.468952584	6.154170993
PGD	9.920716247	8.73435221
PGF	5.727508607	5.196498503
PGGT1B	6.365990503	5.714775884
PGK1	11.01140394	10.58352872
PGLS	8.797448389	9.899625976
PGM1	8.697580104	9.696079919
PGM2	7.850227007	7.673229744
PGM2L1	6.881427207	8.941118841
PGM3	8.000064584	6.685169584
PGM5	4.600939976	4.625098725
PGPEP1	5.857818832	6.438584716
PGRMC1	9.229393382	8.589262423
PGRMC2	8.078128923	7.426379038
PHACTR2	9.008984505	8.026396407
PHACTR3	3.3500855	3.70735215
PHACTR4	7.387391763	8.082441123
PHB	9.440512012	8.885164064
PHB2	11.98648353	10.75034783
PHC1	6.897954388	5.959651366
PHC2	4.354778693	5.39129869
PHEX	4.704398979	4.317107473
PHF1	8.070405495	8.126604068
PHF10	8.701432172	8.219277045
PHF12	6.663413029	7.079222449
PHF13	8.666898222	8.397886327
PHF2	7.534720141	8.259686217
PHF20	7.05567075	7.255371048
PHF20L1	6.831891599	8.258293924
PHF21A	5.760213041	5.486987886
PHF21B	3.934055405	3.717432296
PHF3	6.380471351	7.814825082
PHF5A	10.12935406	10.24986647
PHF6	9.069437127	9.785597292
PHF8	7.320956542	7.742316807
PHGDH	10.26165368	10.04891105
PHKA1	5.154176489	5.940745576
PHKA2	6.560470491	6.793870322
PHKB	7.201506399	7.654968194
PHKG1	5.249736769	4.928930841
PHKG2	7.265514874	7.54436033
PHLDA1	8.099753588	10.41084844
PHLDA2	9.970643496	11.52754818
PHLDA3	7.316956015	6.374911992
PHLDB1	6.96915965	6.583246147
PHLDB2	9.653036305	3.400335621
PHLDB3	6.020666684	6.733318388
PHOSPHO1	3.841406956	3.812219905
PHPT1	8.136713421	8.727036698
PHTF1	6.307792787	6.355052655
PHYH	9.233070308	8.071442064
PHYHD1	4.917945807	5.144928668
PHYHIP	5.135421807	5.203052106
PHYHIPL	7.90190179	4.754500523
PI15	3.691395547	3.699785299
PI3	5.122856465	4.71904325
PI4K2B	7.966194395	8.505147539
PIAS3	7.586973792	8.051445862
PIAS4	7.342136722	7.044354417
PICALM	7.608790989	4.428896287
PIGA	7.652301596	8.197388095
PIGB	5.76804378	6.039505097
PIGC	4.527435102	4.00279133
PIGF	7.405413282	8.31112887
PIGG	8.813087837	9.316773184
PIGH	7.809152922	8.36563206
PIGK	7.867301726	7.582882043
PIGL	3.922703604	4.836042368
PIGM	4.644373896	5.893020755
PIGO	8.092682567	8.328887174
PIGQ	6.019021142	6.32170193
PIGR	4.665248282	4.355584965
PIGS	9.028454274	8.603019434
PIGT	9.287283383	9.378960924
PIGV	7.129162176	7.57194413
PIGW	8.799295389	9.02857722
PIGX	7.872785697	8.426039872
PIGZ	6.105960026	5.83026786
PIK3C2A	7.18549862	6.295453079
PIK3C2B	8.662764306	9.315284464
PIK3C3	4.140644642	4.558395712
PIK3CA	7.029310678	6.55587382
PIK3CB	5.231765216	4.975223542
PIK3CD	5.475071295	5.573992737
PIK3R1	8.064396343	7.949553252
PIK3R2	8.468873973	8.917604796
PIK3R3	6.422114968	7.766325225
PIK3R4	8.342311691	8.333876557
PIK3R5	4.583371144	4.772456163
PILRA	5.059882505	5.251590719
PIM1	7.531281537	6.756970187
PIM2	6.018468969	6.185431195
PIN1	8.083106291	8.782580812
PIN4	5.476648814	6.898028996
PINK1	7.313990495	7.816185935
PINX1	7.280836511	7.235332336
PIP5K1A	5.24044551	4.40833911
PIP5K1B	7.227774446	7.517847897
PIP5KL1	4.691140578	4.79799454
PIPOX	3.8247501	4.22917233
PIR	7.963021317	8.060151294
PISD	8.29629249	7.405351931
PITPNA	8.858501905	8.584897111
PITPNB	9.882731512	9.763408558
PITPNM2	6.055641179	6.608983987
PITPNM3	4.138516456	5.84599257
PITX1	8.415022688	7.61943766
PITX2	7.225676065	7.393732044
PITX3	5.431259766	5.455624471
PIWIL1	3.510839478	7.475478983
PIWIL2	5.850864756	3.984191717
PJA2	8.258967268	7.871064067
PKD1	6.766790346	6.873980946
PKD2	6.781342266	6.612161161
PKD2L1	5.25566841	5.291278748
PKDREJ	4.41807633	4.371629332
